label,news_text,id,preprocessed_news_text
true,"Because of a local version of Amendment 4, the taxpayers of St. Pete Beach have had to pay hundreds of thousands in legal bills.",2561,local version amend 4 taxpay pete beach pay hundr thousand legal bill
barely-true,"In reality, there have been no problems whatsoever with the Texas voter ID law.",2970,realiti problem whatsoev texa voter id law
false,Says Hillary Clinton doesnt believe in your right to keep a gun at home for self-defense.,7138,say hillari clinton doesnt believ right keep gun home
pants-fire,The National Rifle Association was founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan.,1195,nation rifl associ found religi leader want protect freed slave ku klux klan
true,History tells us that job growth always lags behind economic growth.,842,histori tell us job growth alway lag behind econom growth
mostly-true,Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.,1447,money toward ebola vaccin basic cut half cut come congression sequest
false,"Says he didnt call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what some prolifers branded him.",5647,say didnt call georg tiller babi killer liber group charg mere report prolif brand
mostly-true,"Its actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors, thanks to an agreement the U.S. negotiated when I was secretary of state.",9283,actual easier unit state get flight manifest nation nation get neighbor thank agreement negoti secretari state
pants-fire,I have always said that I would be for drilling.,4087,alway said would drill
barely-true,Says Jeanne Shaheen voted to pave the way for a new national energy tax.,3597,say jeann shaheen vote pave way new nation energi tax
mostly-true,"During the Reagan era, ""the richest Americans had their top income tax rate cut in half.""",3979,reagan era richest american top incom tax rate cut half
half-true,Says Democratic Senate candidate Bruce Braley voted to cut $700 billion from Medicare to support Obamacare.,2813,say democrat senat candid bruce braley vote cut 700 billion medicar support obamacar
half-true,"As mayor, every year I was in office I did reduce taxes.",8695,mayor everi year offic reduc tax
barely-true,"In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.",6328,first budget milwauke mayor tom barrett broke pledg keep lid properti tax continu increas tax fee ever sinc
false,"It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.",2278,cost us logist three time fight afghanistan place
half-true,Says taxes were raised 115 times in the eight years before I became governor and those increases were part of a path that led to wealth and jobs and people leaving our state.,6568,say tax rais 115 time eight year becam governor increas part path led wealth job peopl leav state
false,"I was totally against the war in Iraq, saying for many years that it would destabilize the Middle East.",8313,total war iraq say mani year would destabil middl east
barely-true,Lloyd Doggett made millions off companies like Bank of America while they took taxpayer bailout money.,5353,lloyd doggett made million compani like bank america took taxpay bailout money
barely-true,"In his book, (Ken) Cuccinelli questions whether Medicare and Social Security should exist.",7183,book ken cuccinelli question whether medicar social secur exist
barely-true,President Barack Obama ordered our military to enlist illegal aliens.,1928,presid barack obama order militari enlist illeg alien
true,"Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.",7920,today ahmadinejad made light said even sure happen peopl actual die
true,The Rhode Island Parole Board never received an objection from the attorney general to the parole of convicted murder Alfred Brissette.,7311,rhode island parol board never receiv object attorney gener parol convict murder alfr brissett
true,Obama said (the individual mandate) wasnt a tax.,6749,obama said individu mandat wasnt tax
barely-true,Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,160,say obama administr spent taxpay dollar electr car finland windmil china
mostly-true,"The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.",3815,market make decis market driven cost coal compani go bankrupt
true,The Republican-controlled Wisconsin Assembly approved only one out of 376 amendments offered by Assembly Democrats in 2011.,10165,wisconsin assembl approv one 376 amend offer assembl democrat 2011
true,"To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch.",5128,give sens famili struggl record four everi 10 school kid ohio qualifi subsid lunch
half-true,Says Texas leads the nation in fatal industrial accidents.,10203,say texa lead nation fatal industri accid
barely-true,Says Rick Perry flip-flopped on gay marriage by first saying it was a states rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage.,1906,say rick perri gay marriag first say state right issu say favor feder constitut amend ban gay marriag
false,Americans invented the automobile.,9479,american invent automobil
half-true,99.97 percent of the kids live in poverty that attend Cleveland public schools.,536,percent kid live poverti attend cleveland public school
half-true,I have won more elections than any chairman since 1938.,2225,elect chairman sinc 1938
pants-fire,Says that Rep. Betty Sutton would rather riot with Occupy (Wall Street) than stand up for Ohio families.,4614,say betti sutton would rather riot occupi wall street stand ohio famili
barely-true,Were losing now over $500 billion a year in terms of imbalance with China.,1511,lose 500 billion year term imbal china
pants-fire,Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime.,1557,say senat resolut would restor 140 monthli gener assist payment prevent peopl commit crime
pants-fire,Back door gun control is in full effect in the United States due to Obamas Environmental Protection Agency.,7214,back door gun control full effect unit state due obama environment protect agenc
barely-true,"In just six years, Georgia has dropped from first in the nation from a business-friendly legal climate to 24th.",2113,six year georgia drop first nation legal climat 24th
barely-true,Tampa Bay isleading the state in jobs creation.,2875,tampa bay islead state job creation
barely-true,Two-thirds of American families rely on the mothers income to stay above the poverty level.,4036,american famili reli mother incom stay poverti level
barely-true,By using a little-known loophole ... Obama minions are allowing Nestle Company to export precious fresh water out of Lake Michigan.,1645,use loophol obama minion allow nestl compani export preciou fresh water lake michigan
half-true,"We live in ""a time of historically low violent crime rates and historically high gun ownership rates nationally.""",6651,live time histor low violent crime rate histor high gun ownership rate nation
false,Says sixty-two percent of small businesses over the last five years went under because they couldnt pay their health care bills.,7815,say percent small busi last five year went couldnt pay health care bill
pants-fire,States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.,1995,state still face mandat expand medicaid coverag presid obama health care reform law
false,"Says (t)his 12 year council Seat-warmer has never chaired, vice chaired, or led a single Council committee meeting.",7962,say 12 year council never chair vice chair led singl council committe meet
pants-fire,"You and I know that in the history of mankind and womankind, government federal, state, local, or otherwise has never created one job.",3844,know histori mankind womankind govern feder state local otherwis never creat one job
true,You may have driven the length of a football field in the five seconds it takes to check a text.,1240,may driven length footbal field five second take check text
mostly-true,"The R.I. Turnpike and Bridge Authority was supposed to exist only until the bonds used to build the Newport Bridge were paid off through tolls. Once the bonds were paid, the Newport Bridge was to be transferred to the State of Rhode Island and become toll-free.",7031,turnpik bridg author suppos exist bond use build newport bridg paid toll bond paid newport bridg transfer state rhode island becom
false,Only the State of New York spends more money on Medicaid than the State of New Jersey.,6798,state new york spend money medicaid state new jersey
barely-true,"Says after Hurricane Sandy, New York Mayor Michael Bloomberg refused to allow the National Guard into the city to restore civil order because Guardsmen carry guns!",5785,say hurrican sandi new york mayor michael bloomberg refus allow nation guard citi restor civil order guardsmen carri gun
half-true,It is estimated that Arizona has lost more than $100 million in hospitality industry revenues since passage of the Arizona immigration laws.,6629,estim arizona lost 100 million hospit industri revenu sinc passag arizona immigr law
mostly-true,Did you know Wisconsins AFSCME union has lost 50%+ of its members since no longer requiring membership?,5249,know wisconsin afscm union lost 50 member sinc longer requir membership
half-true,The Constitution doesnt allow the governor to not-spend appropriations funds.,7090,constitut doesnt allow governor appropri fund
pants-fire,Lady Gaga announced she would cover her face until Trump gets fired from office.,9232,ladi gaga announc would cover face trump get fire offic
pants-fire,There are more people killed with baseball bats and hammers than are killed with guns.,5495,peopl kill basebal bat hammer kill gun
barely-true,25 percent of our economy is the financial sector.,2310,25 percent economi financi sector
pants-fire,I finished the controversyabout wherePresident Barack Obama was born.,3768,finish controversyabout wherepresid barack obama born
barely-true,We have asked public employees to pay 10 percent of the costs of their guaranteed pension and 15 percent of the cost of their health care. ... The leadership of those public employees unions dont want to pay anything.,7293,ask public employe pay 10 percent cost guarante pension 15 percent cost health care leadership public employe union dont want pay anyth
true,Hillary Clinton in 2005 co-sponsored legislation that would jail flag burners.,48,hillari clinton 2005 legisl would jail flag burner
mostly-true,"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.",122,gov rick scott cut cost prepaid colleg tuition nearli
barely-true,"Sen. Robert Bennett, R-Utah, cast votes for TARP, the stimulus, and an individual mandate for health care.",8855,robert bennett cast vote tarp stimulu individu mandat health care
pants-fire,A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.,7837,report us gener account offic gao 2008 found dispos katrina wast ashbritt south result creation contamin site along gulf coast two new superfund site new orlean
half-true,"On a single night in January 2015, state and local planning agencies in Rhode Island reported the following estimates of homelessness 107 veterans were homeless.",3272,singl night januari 2015 state local plan agenc rhode island report follow estim homeless 107 veteran homeless
barely-true,Says he is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.,8935,say reason pay toll everi time pass bridg mopac william cannon
mostly-true,"Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half.",7188,illeg tobacco sale price driven high connect least sever case fund terror us investig last decad half
pants-fire,"In April 1997, there was a gas out conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.",5630,april 1997 ga conduct nationwid protest ga price gasolin price drop 30 cent gallon overnight
barely-true,"Jeff Greene ""is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.""",9252,jeff green king undercov credit default swap brought destruct economi right
barely-true,Immigrants have captured all of the nearly 9 million jobs created since 2000.,4114,immigr captur nearli 9 million job creat sinc 2000
half-true,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,2303,say claim 40 percent gun sold without background check trace inform gather background check even requir
half-true,Says electric utilities are trying to fool you into amending your state Constitution in a way that gives them the authority to shut down net metering.,7082,say electr util tri fool amend state constitut way give author shut net meter
true,It is ironic that (First Energy Corp. is) going to have a name on our (football stadium) where we (Cleveland Public Power) supply the electricity.,3033,iron first energi go name footbal stadium cleveland public power suppli electr
true,Says he paid one dollar for a sweater at Kohls.,8139,say paid one dollar sweater kohl
pants-fire,Protesters caused $7.5 million in damage to the Wisconsin State House,4640,protest caus million damag wisconsin state hous
half-true,"Says Donald Trump cashed in on Sept. 11,collecting $150,000 in federal funds intended to help small businesses recover even though days after the attack Trump said his properties were not affected.",481,say donald trump cash 11 collect feder fund intend help small busi recov even though day attack trump said properti affect
false,"Obama ""only wants your children to have health insurance.""",3431,obama want children health insur
pants-fire,"Denies that he said the Obama campaign ""played the race card.""",7396,deni said obama campaign play race card
true,Says our unemployment insurance trust fund is broke. Were over a billion dollars in debt to the federal government.,7542,say unemploy insur trust fund broke billion dollar debt feder govern
true,"Some Republicans who voted against the stimulus ""have been all too happy to claim credit for Recovery Act projects and the jobs those projects have produced. They come to the ribbon cuttings.""",3277,republican vote stimulu happi claim credit recoveri act project job project produc come ribbon cut
half-true,Louisianas film incentives program is so big they actually shot an upcoming film initially titled Dont Mess With Texas in New Orleans!,6627,louisiana film incent program big actual shot upcom film initi titl dont mess texa new orlean
barely-true,"In Virginias Medicaid program, approximately 30 percent, or $2.7 billion a year, is lost to waste, fraud and inefficiencies.",9582,virginia medicaid program approxim 30 percent billion year lost wast fraud ineffici
true,Theres no money for Planned Parenthood in the bill that would keep the government open.,1628,there money plan parenthood bill would keep govern open
barely-true,The Greenest County in America.,3848,greenest counti america
mostly-true,There really isnt any kind of foreign policy network that is supporting and advising Sen. Sanders.,9863,realli isnt kind foreign polici network support advis sander
false,Many just call him Lyin Ted. ... HisTV ad about John Kasich? Lie! Stations had to pull it off the air.,5286,mani call lyin ted histv ad john kasich lie station pull air
half-true,Milwaukee police use deadly force at a rate that is among the lowest in the country.,2734,milwauke polic use deadli forc rate among lowest countri
half-true,Worked with Ronald Reagan and helped re-elect him.,8163,work ronald reagan help
barely-true,"In 2006, I went out and authored a letter with 24 other senators asking for major reform of Freddie and Fannie, warning of a meltdown and a bubble in the housing market.",4668,2006 went author letter 24 senat ask major reform freddi fanni warn meltdown bubbl hous market
barely-true,Says this House processed and approved as many bills as previous Legislatures.,2465,say hous process approv mani bill previou legislatur
barely-true,I have little doubt that we've moved into recession at this point.,5713,littl doubt move recess point
half-true,Georgia Public Service Commission member Stan Wise has received about 95 percent of his campaign money from the utilities he is supposed to be regulating.,10218,georgia public servic commiss member stan wise receiv 95 percent campaign money util suppos regul
true,"After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.",9253,file lawsuit rhode island reach agreement state agenc result voter regist first full month lawsuit entir previou report period
barely-true,One third of all federal prisoners today are illegal immigrants.,7091,one third feder prison today illeg immigr
false,"Gov. Rick Scott tried to kick 180,000 people off the voter rolls.",6523,gov rick scott tri kick peopl voter roll
mostly-true,Forty percent of the undocumented workers in this country entered the U.S. legally and overstayed their visa.,5991,forti percent undocu worker countri enter legal overstay visa
pants-fire,Says President Barack Obama is absolutely a Muslim.,9929,say presid barack obama absolut muslim
half-true,97 percent of the work that Planned Parenthood does is about mammograms and preventative health.,8299,97 percent work plan parenthood mammogram prevent health
false,"An Iowa policy ""provides for a state round up of Iowa citizens who might be exposed to the swine flu virus.""",7101,iowa polici provid state round iowa citizen might expos swine flu viru
barely-true,We get practically nothing compared to the cost of keeping U.S. military forces in South Korea.,8027,get practic noth compar cost keep militari forc south korea
pants-fire,Says the Tennessee Wildlife Resources Agency brought coyotes into the state to try to keep the deer population down.,9774,say tennesse wildlif resourc agenc brought coyot state tri keep deer popul
half-true,"The FBI has reopened its investigation into Hillary Clinton ... and discovered another 650,000 emails.",6047,fbi reopen investig hillari clinton discov anoth email
barely-true,"Obama has been sending taxpayer dollars, at least $350,000 to fund anti-Likud, anti-Netanyahu groups in Israelfor (the) election.",7923,obama send taxpay dollar least fund group israelfor elect
true,Says she condemned violence at a campaign stop in Arizona in March.,899,say condemn violenc campaign stop arizona march
true,"Since 2010, eight children in Georgia have died due to vehicular heatstroke.",6983,sinc 2010 eight children georgia die due vehicular heatstrok
pants-fire,Say water fluoridation started in Nazi Germany ghettos and death camps to pacify the Jews.,5566,say water fluorid start nazi germani ghetto death camp pacifi jew
mostly-true,"There is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools.",9741,great dispar tremend dispar capit fund basi tradit public school charter public school
true,"In Massachusetts, half of the primary care doctors are not accepting new patients.",3744,massachusett half primari care doctor accept new patient
half-true,"We borrow $4 billion every single day, much of it from China.",4944,borrow 4 billion everi singl day much china
true,"During Lyndon B. Johnsons first 20 years in Congress, he opposed every civil rights measure that came up for a vote.",3256,lyndon johnson first 20 year congress oppos everi civil right measur came vote
mostly-true,A college loan is the only loan in the United States that you cannot refinance when interest rates go down.,338,colleg loan loan unit state refin interest rate go
mostly-true,"In Ferguson, Mo.,youve got threeblack officers and 50 white officers with a town that is 67 percent African-American.",8428,ferguson youv got threeblack offic 50 white offic town 67 percent
mostly-true,Travis County now has the highest urban county tax rate in Texas.,3954,travi counti highest urban counti tax rate texa
half-true,Florida has issued more than 3 million conceal carry permits in the past 30 years. Only 168 have been revoked.,2768,florida issu 3 million conceal carri permit past 30 year 168 revok
half-true,"Georgia has lost 14 percent of its jobs paying more than $50,000 a year and added 15 percent to its Medicaid rolls during the recovery.",9175,georgia lost 14 percent job pay year ad 15 percent medicaid roll recoveri
half-true,A government report shows that alternatives to the Keystone XL pipeline are worse for the environment.,3717,govern report show altern keyston xl pipelin wors environ
pants-fire,I'm probably one of the four or five best-known Americans in the world.,405,probabl one four five american world
barely-true,"During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. (He) promises to protect those rights, but thats not what his record shows.",9966,senat career russ feingold support judg vote deni individu second amend right promis protect right that record show
mostly-true,"In the past year, Floridians, not government, created almost 135,000 new private sector jobs. We netted more than 120,000 total jobs in the first 11 months of 2011; the third most of any state in the nation.",3710,past year floridian govern creat almost new privat sector job net total job first 11 month 2011 third state nation
barely-true,Says a pro-Democratic ad is false for saying that he allowed two disgraced staffers in 2012 to resign.,3642,say ad fals say allow two disgrac staffer 2012 resign
barely-true,"Says Jeff Reardon cut elementary school music classes, art instruction, teaching positions, basketball and volleyball programs, and he voted to raise school lunch prices.",1626,say jeff reardon cut elementari school music class art instruct teach posit basketbal volleybal program vote rais school lunch price
false,"Says that according to a study, under Obamas health care initiative, nearly 90 percent of people in Wisconsin with health insurance will have their costs go up by more than 30 percent.",8270,say accord studi obama health care initi nearli 90 percent peopl wisconsin health insur cost go 30 percent
half-true,"Says there are probably 2 million, it could be even 3 million criminal immigrants in the country illegally.",8349,say probabl 2 million could even 3 million crimin immigr countri illeg
false,Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,2268,say hous republican spent 50 million 33 vote repeal obamacar
true,Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.,9105,say paul ryan attack presid amount medicar save ryan budget
true,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",224,democrat presid consider effect creat job
mostly-true,Im also the only lieutenant governor to not take a security detail.,3901,im also lieuten governor take secur detail
true,Says Scott Walkers listening sessions are invite-only and excluding the press.,4002,say scott walker listen session exclud press
pants-fire,Theres talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security.,5410,there talk congress basic confisc privat 401 k ira plan roll social secur strengthen social secur
true,Texas spends more per day to house an inmate than we do on a student.,10185,texa spend per day hous inmat student
half-true,"Says under Mitt Romney, Massachusetts was 47th in job creation.",1116,say mitt romney massachusett 47th job creation
false,Medicare passed with virtually no Republican support.,1351,medicar pass virtual republican support
mostly-true,We've heard talk about curbing our use of fossil fuels in nearly every State of the Union address since the oil embargo of 1973.,3114,heard talk curb use fossil fuel nearli everi state union address sinc oil embargo 1973
mostly-true,"Because of the new health care law, Americans no longer will see their coverage dropped or capped when illness strikes.",6094,new health care law american longer see coverag drop cap ill strike
true,"Since 2008, we have cut 5,000 positions from Virginia public schools.",9391,sinc 2008 cut posit virginia public school
true,Says Barack Obama has played nearly 100 rounds of golf as president.,9849,say barack obama play nearli 100 round golf presid
half-true,750 days since Bill Nelson the Democrats in the Senate passed a budget. How can this be justified?,6722,750 day sinc bill nelson democrat senat pass budget justifi
barely-true,The presidents own advisers have said theres a war on coal.,1964,presid advis said there war coal
barely-true,"Says the Treasury Department says 41 percent of all business income reported on individual returns would be hit by the [millionaires] surtax that would harm small businessmen and women, the very people we are counting on to create new jobs.",3740,say treasuri depart say 41 percent busi incom report individu return would hit millionair surtax would harm small businessmen women peopl count creat new job
true,"At least Obama didn't marry his cousin, as Giuliani did.",7160,least obama marri cousin giuliani
true,"You cant give a child an aspirin in school without permission. You cant do any kind of medication, but we can secretly take the child off and have an abortion.",1068,cant give child aspirin school without permiss cant kind medic secretli take child abort
mostly-true,George Bush never suggested that we eliminate funding for Planned Parenthood.,8344,georg bush never suggest elimin fund plan parenthood
half-true,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.",348,accord david cay johnston averag american pay 22 percent incom feder tax richest 400 american pay 16 percent incom feder tax
barely-true,The Atlanta areas water planning district is now the national leader in conservation.,5169,atlanta area water plan district nation leader conserv
mostly-true,"Polls show Americans are overwhelmingly opposed to Obamacare, especially the individual mandate.",7266,poll show american overwhelmingli oppos obamacar especi individu mandat
true,On supporting the Supreme Court abortion decision Roe v. Wade,2804,support suprem court abort decis roe wade
true,We havent had control of the House for the last two years and its been malfunctioning. We had 109 sessions scheduled and held 49.,3087,havent control hous last two year malfunct 109 session schedul held 49
false,"The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth.",3418,head ir order email eras congress could review make sure american peopl never know real truth
mostly-true,"Rick Perry had planned to retire from the legislature until his best friend, David Weeks, and I talked him into switching parties and running for the GOP nomination for agriculture commissioner.",620,rick perri plan retir legislatur best friend david week talk switch parti run gop nomin agricultur commission
pants-fire,An image in a ChrisAbele TV ad depicts wealthy citizens who would benefit from a lake created by the controversial Estabrook Dam.,6069,imag chrisabel tv ad depict wealthi citizen would benefit lake creat controversi estabrook dam
barely-true,"Says military commanders have said that if Donald Trump were elected, they would not follow his orders.",3811,say militari command said donald trump elect would follow order
false,Weve got more revenue than we ever have.,1331,weve got revenu ever
half-true,More people have been put on food stamps by Barack Obama than any president in American history.,2417,peopl put food stamp barack obama presid american histori
true,Says a federal judge sanctions Tennessee birther lawyer for bringing a frivolous lawsuit.,1507,say feder judg sanction tennesse birther lawyer bring frivol lawsuit
half-true,"While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.",197,peopl work longer hour lower wage almost new incom goe top 1 percent
true,"Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.",1142,percent major american household paid incom tax zero zip nada
true,"The U.S.tax rate on successful small businesses is 44.6 percent, while the business tax rate in Canada is 15 percent.",6901,rate success small busi percent busi tax rate canada 15 percent
true,Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,1554,say tennesse higher educ fund model 100 percent alreadi see model chang way postsecondari institut busi
true,Says opponent Ted Cruz has not led businesses.,3913,say oppon ted cruz led busi
half-true,"When Roy Barnes was governor, ""Georgia created 235,000 jobs.""",3341,roy barn governor georgia creat job
pants-fire,"I am the only candidate who ran in either primary who said, I will not raise taxes on the middle class.",6237,candid ran either primari said rais tax middl class
pants-fire,This is the true picture of Milwaukees Renaissance after 12 years of Mayor Tom Barretts leadership.,4885,true pictur milwauke renaiss 12 year mayor tom barrett leadership
mostly-true,"Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.",1529,parent teacher alreadi worri call trump effect report bulli harass rise school especi target student color muslimsand immigr
true,"When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.",2040,colleg use take popcorn popper would fri squirrel
true,The first professional baseball team was from an Ohio city.,7992,first profession basebal team ohio citi
true,I belong to the AFL-CIO.,90,belong
half-true,"Nationally, the unemployment rate for veterans is far greater than the national unemployment rate, and Wisconsin is one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally.",1361,nation unemploy rate veteran far greater nation unemploy rate wisconsin one rare exampl unemploy actual lower veteran popul whole certainli lower nation
false,"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.",2022,rural school enrol 40 percent american children receiv 22 percent feder educ fund
false,Says Chris Christie was the first governor in America to endorse Mitt Romney.,2332,say chri christi first governor america endors mitt romney
pants-fire,Women own just 1 percent of the worlds land.,6270,women 1 percent world land
pants-fire,The people of Rhode Island dont want same-sex marriage.,316,peopl rhode island dont want marriag
barely-true,"The entirety of North America -- Canada, the United States and Mexico -- theres more known reserves in those three countries than in Russia and Saudi Arabia.",1105,entireti north america canada unit state mexico there known reserv three countri russia saudi arabia
mostly-true,This is not a joke: the president wants to house illegal aliens on our nations military installations.,8582,joke presid want hous illeg alien nation militari instal
true,"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools.",332,legisl clear georgia hous children legal refuge could obtain state scholarship attend privat school
pants-fire,Portland Schools spend $500K to deem PBJ sandwiches racist.,3140,portland school spend 500k deem pbj sandwich racist
true,"Bill Young uses his campaign money for, among other things, a luxury car.",6846,bill young use campaign money among thing luxuri car
false,SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.,557,sayspet kilmartin vote favor expand good behavior statut sex offend
pants-fire,"Donald Trumps education plan to dramatically slash funding for public education would fire 49,000 Texas teachers.",6557,donald trump educ plan dramat slash fund public educ would fire texa teacher
false,"The 2011 Rebuild America Jobs Act would have cost the average American family $1,000 a year while making no significant impact to fix our infrastructure and roads.",7999,2011 rebuild america job act would cost averag american famili year make signific impact fix infrastructur road
false,Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,8912,wisconsin women paid 81 cent dollar man job
pants-fire,Says Hillary Clinton has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.,846,say hillari clinton even delet record total support partnership trade agreement book
mostly-true,Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.,9291,half ceo say shutdown threat shutdown set back plan hire next six month
false,On high-speed rail.,3480,rail
pants-fire,"If Cory Gardner gets his way, youd better stock up on condoms.",4048,cori gardner get way youd better stock condom
true,Almost 10 percent of Canadians came to visit Florida last year ... (Canadians) buy 7.4 percent of our homes in the state.,4522,almost 10 percent canadian came visit florida last year canadian buy percent home state
pants-fire,"Seniors and the disabled will have to stand in front of Obamas death panel so his bureaucrats can decide, based on a subjective judgment of their level of productivity in society, whether they are worthy of health care.",10060,senior disabl stand front obama death panel bureaucrat decid base subject judgment level product societi whether worthi health care
half-true,"While Act 10 allowed (Milwaukee County) to save some money, it was millions short of what we needed to fill the hole left by the $28 million cut in state aid.",4407,act 10 allow milwauke counti save money million short need fill hole left 28 million cut state aid
pants-fire,Says President Ronald Reagan had a month of job creation of 1 million.,8004,say presid ronald reagan month job creation 1 million
true,"In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.",3601,state still legal deni woman coverag victim domest violenc
half-true,On how money from a possible lease of the Ohio Turnpike would be used,218,money possibl leas ohio turnpik would use
barely-true,"In recent years, menhaden numbers along our coast have plummeted by 90 percent.",9962,recent year menhaden number along coast plummet 90 percent
mostly-true,Says Donald Trump has outlined policies that read like a Kremlin wish list.,2238,say donald trump outlin polici read like kremlin wish list
pants-fire,Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.,390,greg abbott surrog refer women victim rape incest though somehow confront minor issu
true,"We just dont want to get to be like Louisiana, where you have drive-up daiquiri shops.",5421,dont want get like louisiana daiquiri shop
barely-true,Says he voted to remove Common Core from our schools.,1137,say vote remov common core school
half-true,The $3.6 billion deficit we inherited has turned into more than a half-billion-dollar surplus.,8429,billion deficit inherit turn surplu
half-true,"As a senator, Hillary Clinton has her name on three laws in eight years.",7379,senat hillari clinton name three law eight year
pants-fire,Said Planned Parenthoods early objective was to help kill black babies before they came into the world.,2917,said plan parenthood earli object help kill black babi came world
false,Gov. Chris Christie owes the state money for amenities like extra Gorgonzola cheese for his staff on these trips.,1235,gov chri christi owe state money amen like extra gorgonzola chees staff trip
pants-fire,"Says Bruce Springsteen only had 8,000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted.",6296,say bruce springsteen ticket sold greensboro show cancel didnt get ticket sale want
false,"1928 was last time Republicans had the White House, the House and the Senate.",2816,1928 last time republican white hous hous senat
barely-true,Says Democratic recall opponent Shelly Moore opposes any limit on taxes.,6543,say democrat recal oppon shelli moor oppos limit tax
barely-true,"Cicilline continues to accept hundreds of thousands of dollars in lobbyist, corporate PAC and insider money to fund his campaign.",1855,cicillin continu accept hundr thousand dollar lobbyist corpor pac insid money fund campaign
pants-fire,I don't describe your plan as amnesty in my ad. I don't call it amnesty.,9424,describ plan amnesti ad call amnesti
true,Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.,4130,say state fred clark ran red light serious injur bicyclist
mostly-true,I have a D-minus voting record from the NRA.,3051,vote record nra
pants-fire,U.S. Rep. Phil Gingrey wants public schools to teach women to stay in their place.,6896,phil gingrey want public school teach women stay place
half-true,The infant mortality rate is 15 percent higher in states with right-to-work laws.,3348,infant mortal rate 15 percent higher state law
half-true,"Utah was the No. 1 job creator in this country during my years of service as governor, with a 5.9 percent increase in jobs.",6967,utah 1 job creator countri year servic governor percent increas job
mostly-true,The Common Core was not put together by the Department of Education in Washington. It was put together by governors and by states.,4323,common core put togeth depart educ washington put togeth governor state
mostly-true,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,303,got rid incom tax today much revenu 10 year ago
false,On unemployment rates: We have counties in Southwest Virginia that are well into double digits and some that are pushing 20 percent.,7033,unemploy rate counti southwest virginia well doubl digit push 20 percent
